"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
479,"Jedi Beneath","A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria",2006,1,7,0.99,128,12.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'astound':4 'beneath':2 'dentist':11 'explor':8 'jedi':1 'must':13 'nigeria':18 'pursu':14 'reflect':5 'student':16"
483,"Jericho Mulan","A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat",2006,1,3,2.99,171,29.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries}","'amaz':4 'boat':20 'boy':16 'butler':11 'defeat':14 'hunter':8 'jericho':1 'jet':19 'mulan':2 'must':13 'yarn':5"
484,"Jerk Paycheck","A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan",2006,1,3,2.99,172,13.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':14 'ancient':22 'charact':5 'chef':10 'databas':13 'japan':23 'jerk':1 'must':16 'pastri':9 'paycheck':2 'reach':17 'shark':20 'studi':6 'touch':4"
487,"Jingle Sagebrush","A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon",2006,1,6,4.99,124,29.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'baloon':20 'charact':5 'epic':4 'feminist':9 'jingl':1 'meet':15 'must':14 'sagebrush':2 'student':12 'studi':6 'woman':17"
490,"Jumanji Blade","A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans",2006,1,4,2.99,121,13.99,"G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'blade':2 'husband':8 'intrepid':4 'jumanji':1 'mad':16 'must':13 'new':19 'orlean':20 'pursu':14 'scientist':17 'woman':11 'yarn':5"
492,"Jungle Closer","A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia",2006,1,6,0.99,134,11.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'astronaut':17 'australia':19 'battl':15 'bore':4 'boy':9 'charact':5 'closer':2 'jungl':1 'must':14 'studi':6 'woman':12"
494,"Karate Moon","A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention",2006,1,4,0.99,120,21.99,"PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'astound':4 'convent':20 'dog':11 'karat':1 'moon':2 'must':13 'mysql':19 'reach':14 'waitress':16 'woman':8 'yarn':5"
495,"Kentuckian Giant","A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat",2006,1,5,2.99,169,10.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'boat':21 'escap':14 'frisbe':11 'giant':2 'kentuckian':1 'must':13 'stun':4 'u':20 'u-boat':19 'waitress':16 'woman':8 'yarn':5"
496,"Kick Savannah","A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans",2006,1,3,0.99,179,10.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'defeat':14 'drama':5 'emot':4 'kick':1 'monkey':8,16 'must':13 'new':18 'orlean':19 'robot':11 'savannah':2"
498,"Killer Innocent","A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft",2006,1,7,2.99,161,11.99,"R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'abandon':20 'charact':5 'compos':17 'explor':12 'fanci':4 'innoc':2 'killer':1 'mine':21 'must':14 'shaft':22 'student':9 'studi':6 'succumb':15"
499,"King Evolution","A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon",2006,1,3,4.99,184,24.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'action':5 'action-pack':4 'baloon':21 'boy':10 'chase':16 'evolut':2 'king':1 'lumberjack':13 'madman':18 'must':15 'pack':6 'tale':7"
500,"Kiss Glory","A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies",2006,1,5,4.99,163,11.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'canadian':19 'find':14 'girl':8 'glori':2 'husband':11 'kiss':1 'lacklustur':4 'must':13 'reflect':5 'robot':16 'rocki':20"
501,"Kissing Dolls","A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station",2006,1,3,4.99,141,9.99,"R","2013-05-26 14:50:58.951","{Trailers}","'build':14 'compos':16 'doll':2 'first':19 'insight':4 'kiss':1 'man':20 'must':13 'pioneer':8 'reflect':5 'space':21 'station':22 'teacher':11"
503,"Kramer Chocolate","A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback",2006,1,3,2.99,171,24.99,"R","2013-05-26 14:50:58.951","{Trailers}","'amaz':4 'chef':12 'chocol':2 'kramer':1 'mad':17 'must':14 'outback':21 'pastri':11 'redeem':15 'robot':8 'scientist':18 'yarn':5"
508,"Lambs Cincinatti","A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia",2006,1,6,4.99,144,18.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'australia':18 'cincinatti':2 'compos':16 'feminist':11 'fight':14 'insight':4 'lamb':1 'man':8 'must':13 'stori':5"
510,"Lawless Vision","A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback",2006,1,6,4.99,181,29.99,"G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'boy':8 'car':17 'insight':4 'lawless':1 'must':14 'outback':20 'outgun':15 'sumo':11 'vision':2 'wrestler':12 'yarn':5"
511,"Lawrence Love","A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin",2006,1,7,0.99,175,23.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'administr':9 'berlin':20 'cow':13 'databas':8 'fanci':4 'lawrenc':1 'love':2 'mad':12 'must':15 'pursu':16 'woman':18 'yarn':5"
513,"Leathernecks Dwarfs","A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft",2006,1,6,2.99,153,21.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'abandon':20 'cow':12 'dog':8 'dwarf':2 'fate':4 'leatherneck':1 'mad':11 'mine':21 'must':14 'outrac':15 'reflect':5 'shaft':22 'teacher':17"
517,"Lesson Cleopatra","A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse",2006,1,3,0.99,167,28.99,"NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'boy':16 'build':14 'cleopatra':2 'display':5 'emot':4 'explor':11 'lesson':1 'man':8 'manhattan':19 'must':13 'penthous':20"
518,"Liaisons Sweet","A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies",2006,1,5,4.99,140,15.99,"PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'bore':4 'canadian':20 'drama':5 'explor':12 'liaison':1 'must':14 'redeem':15 'rocki':21 'shark':9 'sweet':2 'waitress':17"
519,"Liberty Magnificent","A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon",2006,1,3,2.99,138,27.99,"G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'bore':4 'cat':11 'drama':5 'liberti':1 'magnific':2 'must':13 'sink':14 'student':8 'technic':16 'writer':17"
521,"Lies Treatment","A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station",2006,1,7,4.99,147,28.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'charact':7 'compos':19 'defeat':17 'dentist':11 'fast':5 'fast-pac':4 'first':22 'lie':1 'man':23 'moos':14 'must':16 'pace':6 'space':24 'station':25 'studi':8 'treatment':2"
522,"Life Twisted","A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station",2006,1,4,2.99,137,9.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'compos':11 'find':14 'first':19 'life':1 'man':16,20 'must':13 'reflect':5 'space':21 'station':22 'teacher':8 'thrill':4 'twist':2"
523,"Lights Deer","A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico",2006,1,7,0.99,174,21.99,"R","2013-05-26 14:50:58.951","{Commentaries}","'confront':14 'deer':2 'dog':8 'epistl':5 'gulf':19 'light':1 'mexico':21 'moos':16 'must':13 'unbeliev':4 'woman':11"
525,"Loathing Legally","A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico",2006,1,4,0.99,140,29.99,"R","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'bore':4 'epistl':5 'escap':15 'frisbe':17 'gulf':20 'legal':2 'loath':1 'mad':11 'mexico':22 'must':14 'pioneer':8 'scientist':12"
526,"Lock Rear","A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan",2006,1,7,2.99,120,10.99,"R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':20 'charact':5 'japan':21 'lock':1 'must':15 'outrac':16 'rear':2 'squirrel':9 'student':18 'studi':6 'technic':12 'thought':4 'writer':13"
528,"Lolita World","A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft",2006,1,4,2.99,155,25.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'abandon':19 'drama':5 'girl':8 'lolita':1 'mine':20 'must':13 'redeem':14 'robot':11 'shaft':21 'thrill':4 'waitress':16 'world':2"
531,"Lose Inch","A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station",2006,1,3,0.99,137,18.99,"R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'battl':15 'butler':17 'first':20 'inch':2 'lose':1 'man':21 'must':14 'reflect':5 'space':22 'station':23 'student':8 'stun':4 'technic':11 'writer':12"
535,"Love Suicides","A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House",2006,1,6,0.99,181,21.99,"R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'abandon':19 'brilliant':4 'dentist':16 'explor':11 'fun':20 'hous':21 'hunter':8 'love':1 'must':13 'panorama':5 'pursu':14 'suicid':2"
538,"Loverboy Attacks","A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia",2006,1,7,0.99,162,19.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'attack':2 'bore':4 'build':14 'butler':11 'car':8 'georgia':19 'girl':16 'loverboy':1 'must':13 'soviet':18 'stori':5"
539,"Luck Opus","A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank",2006,1,7,2.99,152,21.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'bore':4 'display':5 'luck':1 'moos':8 'must':13 'opus':2 'outrac':14 'shark':19 'squirrel':11 'tank':20 'teacher':16"
561,"Mask Peach","A Boring Character Study of a Student And a Robot who must Meet a Woman in California",2006,1,6,2.99,123,26.99,"NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'bore':4 'california':19 'charact':5 'mask':1 'meet':15 'must':14 'peach':2 'robot':12 'student':9 'studi':6 'woman':17"
543,"Madigan Dorado","A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback",2006,1,5,4.99,116,20.99,"R","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'charact':5 'crocodil':19 'discov':17 'dorado':2 'madigan':1 'must':16 'outback':22 'shark':10,14 'studi':6"
544,"Madison Trap","A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat",2006,1,4,2.99,147,11.99,"R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'boat':23 'dentist':13 'inspir':6 'madison':1 'monkey':10 'must':15 'overcom':16 'pioneer':18 'reflect':7 'trap':2 'u':22 'u-boat':21"
545,"Madness Attacks","A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico",2006,1,4,0.99,178,14.99,"PG-13","2013-05-26 14:50:58.951","{Trailers}","'attack':2 'boat':11 'crocodil':16 'defeat':14 'fanci':4 'gulf':19 'mad':1 'mexico':21 'must':13 'squirrel':8 'tale':5"
547,"Magic Mallrats","A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California",2006,1,3,0.99,117,19.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'build':16 'california':21 'chef':9,13 'documentari':5 'mad':18 'magic':1 'mallrat':2 'must':15 'pastri':8,12 'scientist':19 'touch':4"
549,"Magnolia Forrester","A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans",2006,1,4,0.99,171,28.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'compos':8 'conquer':14 'dentist':16 'documentari':5 'explor':11 'forrest':2 'magnolia':1 'must':13 'new':18 'orlean':19 'thought':4"
551,"Maiden Home","A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention",2006,1,3,4.99,138,9.99,"PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'convent':21 'forens':16 'home':2 'kill':14 'lacklustur':4 'maiden':1 'moos':8 'must':13 'mysql':20 'psychologist':17 'saga':5 'teacher':11"
552,"Majestic Floats","A Thrilling Character Study of a Moose And a Student who must Escape a Butler in The First Manned Space Station",2006,1,5,0.99,130,15.99,"PG","2013-05-26 14:50:58.951","{Trailers}","'butler':17 'charact':5 'escap':15 'first':20 'float':2 'majest':1 'man':21 'moos':9 'must':14 'space':22 'station':23 'student':12 'studi':6 'thrill':4"
553,"Maker Gables","A Stunning Display of a Moose And a Database Administrator who must Pursue a Composer in A Jet Boat",2006,1,4,0.99,136,12.99,"PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'administr':12 'boat':21 'compos':17 'databas':11 'display':5 'gabl':2 'jet':20 'maker':1 'moos':8 'must':14 'pursu':15 'stun':4"
554,"Malkovich Pet","A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback",2006,1,6,2.99,159,22.99,"G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'intrepid':4 'kill':15 'malkovich':1 'must':14 'outback':20 'pet':2 'reflect':5 'shark':12 'squirrel':17 'waitress':8"
555,"Mallrats United","A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery",2006,1,4,0.99,133,25.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'dentist':11 'find':14 'hunter':16 'mallrat':1 'monasteri':19 'must':13 'thrill':4 'unit':2 'waitress':8 'yarn':5"
556,"Maltese Hope","A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California",2006,1,6,4.99,127,26.99,"PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'california':21 'conquer':17 'crocodil':10 'documentari':7 'explor':19 'fast':5 'fast-pac':4 'hope':2 'maltes':1 'must':16 'pace':6 'sumo':13 'wrestler':14"
557,"Manchurian Curtain","A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin",2006,1,5,2.99,177,27.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'battl':15 'berlin':19 'boy':12,17 'cow':9 'curtain':2 'mad':8 'manchurian':1 'must':14 'stun':4 'tale':5"
562,"Masked Bubble","A Fanciful Documentary of a Pioneer And a Boat who must Pursue a Pioneer in An Abandoned Mine Shaft",2006,1,6,0.99,151,12.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'abandon':19 'boat':11 'bubbl':2 'documentari':5 'fanci':4 'mask':1 'mine':20 'must':13 'pioneer':8,16 'pursu':14 'shaft':21"
563,"Massacre Usual","A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California",2006,1,6,4.99,165,16.99,"R","2013-05-26 14:50:58.951","{Commentaries}","'california':19 'challeng':14 'crocodil':11 'fate':4 'forens':16 'massacr':1 'must':13 'psychologist':17 'reflect':5 'usual':2 'waitress':8"
564,"Massage Image","A Fateful Drama of a Frisbee And a Crocodile who must Vanquish a Dog in The First Manned Space Station",2006,1,4,2.99,161,11.99,"PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'crocodil':11 'dog':16 'drama':5 'fate':4 'first':19 'frisbe':8 'imag':2 'man':20 'massag':1 'must':13 'space':21 'station':22 'vanquish':14"
569,"Menagerie Rushmore","A Unbelieveable Panorama of a Composer And a Butler who must Overcome a Database Administrator in The First Manned Space Station",2006,1,7,2.99,147,18.99,"G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'administr':17 'butler':11 'compos':8 'databas':16 'first':20 'man':21 'menageri':1 'must':13 'overcom':14 'panorama':5 'rushmor':2 'space':22 'station':23 'unbeliev':4"
571,"Metal Armageddon","A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory",2006,1,6,2.99,161,26.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'armageddon':2 'baloon':19 'crocodil':11 'display':5 'factori':20 'lumberjack':8 'meet':14 'metal':1 'monkey':16 'must':13 'thrill':4"
576,"Mighty Luck","A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention",2006,1,7,2.99,122,13.99,"PG","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'administr':18 'astound':4 'convent':22 'databas':17 'epistl':5 'escap':15 'luck':2 'mad':8 'mighti':1 'must':14 'mysql':21 'pioneer':12 'scientist':9"
578,"Million Ace","A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert",2006,1,4,4.99,142,16.99,"PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'ace':2 'brilliant':4 'desert':21 'documentari':5 'find':14 'million':1 'must':13 'sahara':20 'squirrel':11 'technic':16 'woman':8 'writer':17"
579,"Minds Truman","A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery",2006,1,3,4.99,149,22.99,"PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'administr':18 'crocodil':12 'databas':17 'mad':8 'mind':1 'monasteri':21 'must':14 'outgun':15 'scientist':9 'taut':4 'truman':2 'yarn':5"
580,"Mine Titans","A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin",2006,1,3,4.99,166,12.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'amaz':4 'berlin':19 'discov':14 'forens':16 'mine':1 'must':13 'psychologist':17 'robot':8 'titan':2 'woman':11 'yarn':5"
582,"Miracle Virtual","A Touching Epistle of a Butler And a Boy who must Find a Mad Scientist in The Sahara Desert",2006,1,3,2.99,162,19.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'boy':11 'butler':8 'desert':21 'epistl':5 'find':14 'mad':16 'miracl':1 'must':13 'sahara':20 'scientist':17 'touch':4 'virtual':2"
583,"Mission Zoolander","A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House",2006,1,3,4.99,164,26.99,"PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'abandon':21 'fun':22 'hous':23 'intrepid':4 'meet':15 'mission':1 'must':14 'shark':18 'stori':5 'sumo':8 'teacher':12 'wrestler':9 'zooland':2"
584,"Mixed Doors","A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India",2006,1,6,2.99,180,26.99,"PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'ancient':18 'door':2 'drama':5 'india':19 'lumberjack':11 'mix':1 'must':13 'pioneer':16 'succumb':14 'taut':4 'woman':8"
588,"Model Fish","A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia",2006,1,4,4.99,175,11.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'australia':18 'beauti':4 'boat':8 'crocodil':11 'dog':16 'fish':2 'model':1 'must':13 'outrac':14 'panorama':5"
590,"Money Harold","A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia",2006,1,3,2.99,135,17.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'australia':18 'boat':11 'defeat':14 'explor':8 'harold':2 'money':1 'must':13 'robot':16 'tale':5 'touch':4"
591,"Monsoon Cause","A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat",2006,1,6,4.99,182,20.99,"PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'astound':4 'boat':21 'car':11 'caus':2 'crocodil':8 'monsoon':1 'must':13 'outrac':14 'squirrel':16 'tale':5 'u':20 'u-boat':19"
593,"Monterey Labyrinth","A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat",2006,1,6,0.99,158,13.99,"G","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'awe':5 'awe-inspir':4 'boat':23 'compos':13 'drama':7 'escap':16 'feminist':18 'inspir':6 'labyrinth':2 'monkey':10 'monterey':1 'must':15 'u':22 'u-boat':21"
594,"Montezuma Command","A Thrilling Reflection of a Waitress And a Butler who must Battle a Butler in A Jet Boat",2006,1,6,0.99,126,22.99,"NC-17","2013-05-26 14:50:58.951","{Trailers}","'battl':14 'boat':20 'butler':11,16 'command':2 'jet':19 'montezuma':1 'must':13 'reflect':5 'thrill':4 'waitress':8"
596,"Moonshine Cabin","A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat",2006,1,4,4.99,171,25.99,"PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'astronaut':8 'boat':20 'cabin':2 'chase':14 'display':5 'feminist':11 'frisbe':16 'jet':19 'moonshin':1 'must':13 'thought':4"
597,"Moonwalker Fool","A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans",2006,1,5,4.99,184,12.99,"G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'compos':16 'drama':5 'epic':4 'feminist':8 'fool':2 'moonwalk':1 'must':13 'new':18 'orlean':19 'pioneer':11 'sink':14"
600,"Motions Details","A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House",2006,1,5,0.99,166,16.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'abandon':21 'awe':5 'awe-inspir':4 'car':18 'detail':2 'dog':10 'fun':22 'hous':23 'inspir':6 'kill':16 'motion':1 'must':15 'reflect':7 'student':13"
602,"Mourning Purple","A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans",2006,1,5,0.99,146,14.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'chase':14 'display':5 'lacklustur':4 'lumberjack':11 'mourn':1 'must':13 'new':18 'orlean':19 'pioneer':16 'purpl':2 'waitress':8"
604,"Mulan Moon","A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon",2006,1,4,0.99,160,10.99,"G","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':19 'dentist':16 'emot':4 'moon':2 'mulan':1 'must':13 'overcom':14 'pioneer':11 'saga':5 'woman':8"
605,"Mulholland Beast","A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat",2006,1,7,2.99,157,13.99,"PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'battl':16 'beast':2 'boat':23 'display':7 'husband':10 'inspir':6 'jet':22 'mulholland':1 'must':15 'squirrel':13 'sumo':18 'wrestler':19"
606,"Mummy Creatures","A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia",2006,1,3,0.99,160,15.99,"NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'australia':19 'charact':5 'creatur':2 'crocodil':9 'dentist':17 'fate':4 'meet':15 'monkey':12 'mummi':1 'must':14 'studi':6"
608,"Murder Antitrust","A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention",2006,1,6,2.99,166,11.99,"PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'administr':12 'antitrust':2 'boy':17 'brilliant':4 'car':8 'convent':21 'databas':11 'escap':15 'murder':1 'must':14 'mysql':20 'yarn':5"
609,"Muscle Bright","A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India",2006,1,7,2.99,185,23.99,"G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'ancient':19 'bright':2 'husband':12 'india':20 'madman':17 'muscl':1 'must':14 'panorama':5 'redeem':15 'stun':4 'sumo':8 'wrestler':9"
610,"Music Boondock","A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station",2006,1,7,0.99,129,17.99,"R","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astronaut':11 'battl':14 'boondock':2 'butler':8 'explor':16 'first':19 'man':20 'music':1 'must':13 'space':21 'station':22 'tale':5 'thrill':4"
612,"Mussolini Spoilers","A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China",2006,1,6,2.99,180,10.99,"G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'boat':8 'china':19 'compos':16 'display':5 'meet':14 'monkey':11 'mussolini':1 'must':13 'spoiler':2 'thrill':4"
614,"Name Detective","A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria",2006,1,5,4.99,178,11.99,"PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'cat':12 'detect':2 'mad':17 'must':14 'name':1 'nigeria':20 'pursu':15 'saga':5 'scientist':18 'sumo':8 'touch':4 'wrestler':9"
615,"Nash Chocolat","A Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft",2006,1,6,2.99,180,21.99,"PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'abandon':21 'chocolat':2 'cow':12 'epic':4 'forens':17 'kill':15 'mad':11 'mine':22 'monkey':8 'must':14 'nash':1 'psychologist':18 'reflect':5 'shaft':23"
618,"Necklace Outbreak","A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California",2006,1,3,0.99,132,21.99,"PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':9 'astound':4 'california':20 'cat':18 'databas':8 'epistl':5 'mad':12 'must':15 'necklac':1 'outbreak':2 'pursu':16 'scientist':13"
